Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Rhode Island,New York,Florida,Georgia,New Hampshire,North Carolina,New Jersey,Tennessee,Nevada,Maryland,Colorado,Oklahoma,Pennsylvania,South Carolina,Hawaii,Indiana,Kentucky,Minnesota,Vermont,Virginia,DC,Kansas,Missouri,Connecticut,Iowa,Ohio,Louisiana,South Dakota,Michigan,North Dakota,New Mexico,Wyoming,Mississippi,Arkansas,Delaware,Alaska,Maine,Puerto Rico,Montana,Alabama,Idaho,Virgin Islands,Guam,West Virginia,Northern Mariana Islands
1655,751,1544,104,525,281,547,61,138,137,66,10371,764,552,65,184,1336,312,165,195,475,53,388,172,48,126,84,138,49,152,77,57,93,223,68,247,763,14,787,28,57,24,140,118,45,21,70,21,29,131,42,6,15,12,0
1844,1047,1851,153,646,382,632,62,182,161,83,15188,1000,620,78,269,1914,424,190,245,591,67,504,194,56,201,103,171,52,219,98,66,130,327,90,351,837,21,1033,30,65,26,207,165,56,22,89,23,34,157,47,17,27,16,0
2101,1285,2240,234,777,418,728,73,257,191,106,20899,1222,800,101,302,2844,522,265,290,721,81,644,299,77,259,124,235,75,254,116,82,183,415,105,444,1172,28,1324,32,83,28,249,201,87,36,107,31,45,196,50,17,29,16,0
2469,1535,2644,326,1159,481,857,77,298,209,124,25703,1467,1095,108,397,3675,678,315,349,912,106,851,342,90,366,157,262,95,290,137,99,255,618,124,564,1388,30,1791,36,100,37,320,231,104,42,118,39,51,242,73,17,32,39,0
2585,1874,3183,402,1838,623,1119,84,346,266,132,33116,1965,1385,137,561,4402,806,405,423,1086,164,1151,424,95,479,198,287,123,390,183,132,377,875,145,706,1795,41,2293,45,112,49,376,307,119,59,142,51,65,386,123,17,32,51,0
3208,2538,4060,508,2417,754,1542,91,402,316,165,39057,2477,1641,158,637,6876,981,535,581,1432,248,1690,456,106,656,248,346,158,603,231,171,507,1012,179,867,2305,46,2877,58,136,56,486,350,143,69,155,64,90,538,189,17,49,76,0
3770,3029,4914,665,3240,930,1940,99,480,414,203,44745,3198,2198,187,782,8825,1180,621,775,1735,322,2217,539,120,982,302,398,184,605,267,212,670,1291,235,1144,2746,58,3655,68,191,73,579,385,165,85,168,79,121,639,231,19,53,96,0
4311,3547,5565,773,4257,1042,2158,121,608,479,239,53516,4038,2447,214,971,11124,1363,738,1066,2061,377,2815,660,151,1232,394,440,211,739,304,271,837,1524,298,1406,3315,68,4634,93,208,84,669,409,214,102,211,100,147,720,261,19,57,113,2
4896,4613,6266,929,4955,1120,2709,136,719,548,294,59783,4942,2683,258,1164,13386,1569,920,1244,2315,429,3441,774,175,1514,439,504,235,889,342,332,902,1993,336,1665,3539,90,5486,97,237,87,759,449,232,114,253,127,161,830,310,23,58,124,2
5179,5070,7421,1169,5752,1267,3036,185,806,606,408,67462,5694,3032,314,1302,16636,1721,1044,1414,2628,481,4156,925,204,1788,480,576,256,1020,401,373,1049,2571,424,1933,4024,100,6508,108,281,95,848,508,264,119,275,174,177,947,415,30,60,145,2
5292,5992,8582,1298,6620,1351,3570,193,887,690,488,76211,6741,4116,367,1526,18696,2049,1113,1662,2990,566,4997,1083,224,2159,590,629,293,1249,495,434,1350,3128,498,2199,5237,107,7629,126,315,120,937,564,319,133,303,239,198,999,526,30,139,162,2
5588,6978,9816,1413,7738,1550,4255,249,1012,736,566,84363,7765,4747,415,1580,22255,2689,1279,1985,3346,719,5805,1293,258,2564,674,689,321,1511,586,488,1580,3557,549,2547,6424,128,9292,147,363,137,1073,624,368,143,344,286,217,1106,669,30,147,191,6
6585,7695,11190,1600,8966,1730,4880,273,1077,826,657,92971,9000,5444,479,1857,25590,2868,1458,2331,3728,879,7016,1554,283,3040,747,742,338,1705,653,554,1834,3824,614,2902,9152,165,10791,159,403,153,1177,683,393,146,376,316,241,1270,890,37,152,217,8
6966,8904,12569,1769,10402,1916,5669,296,1248,899,711,103651,10260,5967,540,2093,29895,3032,1549,2758,4182,987,8420,1700,317,3439,762,789,389,2011,757,624,2113,4915,699,3312,10299,187,12669,173,495,166,1358,738,450,156,432,378,262,1535,1012,38,154,242,8
7498,10357,13796,2019,11736,2112,6566,339,1426,999,806,115963,11537,6383,621,2402,34124,3265,1758,3125,4574,1159,10109,1917,349,3955,909,865,461,2406,902,702,2291,5276,786,3739,12500,212,14225,186,543,188,1455,743,593,169,456,452,281,1632,1076,42,223,282,8
7984,11276,15076,2269,12500,2267,7091,376,1618,1068,922,124085,12342,6742,669,2585,37505,3538,1880,3609,4950,1251,11589,2049,369,4413,1048,935,512,2636,998,767,2367,5675,868,4043,13014,240,15633,207,624,200,1638,853,673,183,470,475,298,1840,1100,42,265,324,8
8384,12262,16284,2465,13837,2440,8104,437,1662,1132,1082,132061,13621,7558,715,2870,41090,3753,1971,4045,5172,1326,13074,2232,385,4956,1057,986,543,2877,1097,854,2722,6906,946,4450,14867,288,17129,225,686,212,1738,927,783,189,499,513,319,2005,1170,43,266,345,8
8682,13549,17540,2575,15202,2578,8968,490,1737,1181,1229,141703,14739,9156,747,3220,44416,4010,2101,4371,5429,1470,14582,2417,408,5507,1289,1069,575,3332,1211,905,3037,7781,1048,4783,16284,320,18851,237,794,221,1915,997,928,211,519,573,319,2197,1210,45,274,412,8
9097,15078,19043,2726,16790,2756,9897,538,1860,1239,1450,151271,15690,10204,788,3423,47437,4246,2318,5529,5655,1523,16414,2552,433,5943,1393,1154,605,3644,1440,1055,3327,8781,1145,5149,17030,393,20220,251,865,230,2003,1077,1116,224,537,620,332,2498,1232,45,409,483,11
9608,16422,20191,3018,18941,2885,11372,594,1980,1321,1727,162036,16819,10885,819,3651,51027,4456,2456,6185,6202,1683,18379,2792,440,6351,1525,1242,628,4041,1523,1116,3539,9784,1270,5513,18283,447,21375,269,989,303,2260,1146,1209,233,560,683,354,2838,1366,46,542,524,11
9887,17887,21366,3112,20974,3068,12290,678,2103,1371,2015,172830,17960,11859,885,3906,54588,4793,2606,6968,6510,1794,20128,3065,463,6907,1702,1335,679,4508,1660,1180,3799,10538,1388,5879,19253,536,22646,278,1090,320,2469,1202,1326,244,586,725,365,3008,1425,46,577,537,11
10224,19180,22421,3393,22860,3213,13208,718,2208,1447,2349,182990,18978,12261,929,4310,58151,4983,2720,7694,6893,1868,21774,3207,484,7435,1851,1427,711,5076,1778,1282,4024,11510,1510,6251,20014,626,23853,293,1174,343,2642,1228,1479,255,616,788,377,3262,1438,51,681,593,11
10411,20852,23323,3539,25475,3341,13776,805,2305,1527,2665,191425,19855,12103,985,4520,61850,5144,2860,8225,7303,1970,22955,3319,497,7928,1963,1621,727,5273,1875,1337,4160,12035,1587,6605,20595,729,24494,308,1245,364,2781,1280,1625,270,633,897,387,3583,1457,51,716,615,11
10538,22025,24334,3702,26867,3428,14487,870,2368,1584,2976,197973,21011,13125,1020,4788,64584,5483,3036,8936,7691,2069,24295,3439,502,8236,2048,1650,748,5746,1955,1382,4388,13381,1710,6975,21016,867,25487,331,1345,373,2942,1475,1761,275,698,903,394,3805,1499,51,719,638,11
10694,23247,25758,3806,28163,3555,15303,930,2420,1633,3251,205375,21620,13913,1091,4992,68824,5654,3137,9472,7941,2184,25591,3553,511,8527,2210,1695,752,6170,2058,1438,4686,13989,1899,7280,21518,987,26844,341,1407,373,3087,1498,1926,283,734,923,399,3953,1538,51,721,697,13
10783,24593,27107,3962,29918,3721,16106,994,2549,1663,3529,217130,22526,14583,1139,5123,71030,5864,3212,10096,8280,2263,26804,3656,524,8955,2295,1809,759,6499,2197,1501,4895,14755,1995,7791,21951,1167,27893,365,1484,392,3360,1599,2014,291,770,974,404,4241,1587,51,750,725,13
11152,25734,28142,4234,32181,3875,16928,1094,2687,1736,3838,225761,23332,15644,1211,5463,75317,6077,3321,10851,8675,2357,28314,3931,535,9542,2429,1912,768,6888,2350,1593,5111,15884,2141,8414,22532,1310,29119,393,1597,393,3624,1620,2075,298,796,1043,415,4404,1609,51,790,739,13
11445,27575,29398,4507,34402,4045,18131,1216,2813,1785,4177,233293,24745,16658,1287,5859,78467,6423,3524,11641,9047,2465,30121,4086,547,10154,2522,2071,779,7490,2476,1730,5283,16809,2332,9107,23118,1410,29952,439,1711,401,3793,1695,2323,307,827,1068,422,4572,1655,51,796,776,14
11802,29160,30829,4719,36372,4199,18927,1348,2942,1844,4491,240542,25484,17014,1342,6140,81420,6624,3626,12379,9433,2570,31742,4246,568,10641,2707,2213,803,8052,2666,1818,5517,17550,2513,10222,23580,1541,30717,528,1798,412,3974,1777,2538,312,847,1118,426,4723,1668,53,805,825,14
11805,30357,31544,4929,38077,4346,19441,1473,3071,1910,4706,246741,26306,17619,1392,6493,85301,6824,3741,12892,9730,2599,32992,4377,574,11210,2960,2356,812,8536,2793,1896,5667,17962,2915,11602,23928,1635,31348,585,1845,422,4274,1781,2538,317,867,1213,433,4903,1672,53,808,890,14
