0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00023818,0.000216,0,0,0,0,0,0,0,-0.0015997,0,-0.0031325,-0.0002252,-0.0031511,-0.0017834,-0.0031433,-0.0031264,-0.0031434,-0.0031553,-0.0033788,-0.0033957,-0.0036993,-0.0039876,-0.0039985,-0.0039963,-0.0040175,-0.0043036,-0.004472,-0.0032228,-0.0041158,-0.0050677,-0.0051107,-0.0052515,-0.0069959,-0.0070879,-0.010912,-0.010918,-0.010971,-0.01099,-0.010833,-0.012249,-0.011721,-0.0086846,-0.0046965,-0.0090099,0.00029708,-0.0088831,-0.027629,-0.051175,-0.051148,-0.042,-0.082075,-0.085291,-0.15469,-0.22454,-0.29285,-0.33005,-0.34083,0.090695,0.29182,0.74781,1.151,0.97908,1.2169,-1.0698,-3.2365,-4.8173,-7.4416,-10.594,-12.969,-17.236,-21.01,-26.525,-31.117,-35.226,-40.794,-45.79,-51.177,-56.983,-62.524,-67.932,-73.832,-79.181,-85.288,-88.357,-95.287,-102.24,-108.25,-114.62,-121.85,-129.14,-136.71,-145.59
0,0.000216,0.00019589,0,0,0,0,0,0,0,-0.0014507,0,-0.0028408,-0.00020423,-0.0028577,-0.0016174,-0.0028506,-0.0028352,-0.0028507,-0.0028615,-0.0030642,-0.0030794,-0.0033548,-0.0036162,-0.0036261,-0.0036242,-0.0036434,-0.0039028,-0.0040556,-0.0029227,-0.0037325,-0.0045958,-0.0046347,-0.0047624,-0.0063444,-0.0064279,-0.0098961,-0.0099011,-0.0099493,-0.0099664,-0.0098243,-0.011109,-0.010629,-0.0078758,-0.0042591,-0.0081709,0.00026941,-0.0080558,-0.025056,-0.04641,-0.046384,-0.038089,-0.074432,-0.077349,-0.14028,-0.20363,-0.26558,-0.29931,-0.30909,0.082249,0.26464,0.67817,1.0438,0.8879,1.1036,-0.9702,-2.9351,-4.3687,-6.7486,-9.6078,-11.761,-15.631,-19.053,-24.055,-28.219,-31.946,-36.995,-41.526,-46.411,-51.677,-56.701,-61.606,-66.956,-71.807,-77.346,-80.129,-86.414,-92.718,-98.173,-103.94,-110.5,-117.11,-123.97,-132.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
