0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.0821,0.83589,1.5865,-0.10447,-0.29768,1.753,1.4099,-0.063048,0.23344,0,2.678,1.1155,-0.03702,-0.042544,2.6171,3.2309,1.0557,0,3.0729,0,0,0,0,0,-0.028346,-0.21755,0,7.8828,0,0,24.011,0.95229,0,0,2.8532,0.35992,0,-0.30732,0,2.0148,0,0.70821,0,1.3429,0.2514,-0.0046996,0
0,0,0,0,0.83589,0.4805,-0.72503,-0.060054,-0.17112,0.91869,0,0,-0.2008,0,-0.45954,0,-0.021281,-0.024456,1.5044,-1.1453,-0.68812,0,1.3376,0,0,0,0,0,-0.016295,-0.12506,0,0.85416,0,0,15.576,-0.4781,0,0,-0.78606,-0.46116,0,-0.17666,0,0,0,-0.4416,0,1.7888,0.14452,-0.0027015,0
0,0,0,0,1.5865,-0.72503,6.0754,0.090616,0.2582,-1.1154,2.4662,-0.11028,1.3223,0,6.7761,1.9512,0.03211,0.036901,-2.27,10.865,4.9788,0,-0.7134,0,0,0,0,0,0.024587,0.1887,0,9.9007,0,0,-28.898,3.842,0,0,8.5689,2.7287,0,0.26656,0,3.5244,0,3.2489,0,-5.7932,-0.21806,0.0040763,0
0,0,0,0,-0.10447,-0.060054,0.090616,0.0075057,0.021387,-0.11482,0,0,0.025096,0,0.057435,0,0.0026597,0.0030565,-0.18803,0.14314,0.086003,0,-0.16718,0,0,0,0,0,0.0020365,0.01563,0,-0.10675,0,0,-1.9467,0.059754,0,0,0.098243,0.057637,0,0.022079,0,0,0,0.055193,0,-0.22357,-0.018062,0.00033764,0
0,0,0,0,-0.29768,-0.17112,0.2582,0.021387,0.060939,-0.32717,0,0,0.071508,0,0.16365,0,0.0075786,0.0087093,-0.53576,0.40786,0.24506,0,-0.47635,0,0,0,0,0,0.0058029,0.044536,0,-0.30419,0,0,-5.547,0.17026,0,0,0.27993,0.16423,0,0.062913,0,0,0,0.15727,0,-0.63703,-0.051466,0.00096208,0
0,0,0,0,1.753,0.91869,-1.1154,-0.11482,-0.32717,1.7712,0.13406,-0.005995,-0.32849,0,-0.54796,0.10607,-0.040687,-0.046758,2.8764,-1.693,-1.1014,0,2.6283,0,0,0,0,0,-0.031154,-0.2391,0,2.2414,0,0,29.487,-0.74445,0,0,-1.1016,-0.7712,0,-0.33776,0,0.19158,0,-0.70392,0,3.2518,0.27631,-0.0051651,0
0,0,0,0,1.4099,0,2.4662,0,0,0.13406,1.221,-0.0546,0.50466,0,3.0115,0.96603,0,0,0,4.5233,1.9509,0,0.64604,0,0,0,0,0,0,0,0,5.5398,0,0,-2.6714,1.545,0,0,3.6552,1.0065,0,0,0,1.7449,0,1.2786,0,-1.5319,0,0,0
0,0,0,0,-0.063048,0,-0.11028,0,0,-0.005995,-0.0546,0.0024416,-0.022568,0,-0.13467,-0.043199,0,0,0,-0.20227,-0.087241,0,-0.028889,0,0,0,0,0,0,0,0,-0.24773,0,0,0.11946,-0.069088,0,0,-0.16345,-0.045006,0,0,0,-0.078027,0,-0.057177,0,0.068502,0,0,0
0,0,0,0,0.23344,-0.2008,1.3223,0.025096,0.071508,-0.32849,0.50466,-0.022568,0.2925,0,1.4368,0.39928,0.0088929,0.01022,-0.62868,2.3482,1.0939,0,-0.29194,0,0,0,0,0,0.0068093,0.05226,0,1.9328,0,0,-7.6131,0.83836,0,0,1.8392,0.6087,0,0.073824,0,0.72119,0,0.71302,0,-1.3807,-0.060392,0.0011289,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.678,-0.45954,6.7761,0.057435,0.16365,-0.54796,3.0115,-0.13467,1.4368,0,7.8671,2.3826,0.020353,0.023389,-1.4388,12.252,5.4699,0,0.31414,0,0,0,0,0,0.015584,0.1196,0,12.847,0,0,-21.485,4.2678,0,0,9.7669,2.9234,0,0.16896,0,4.3036,0,3.5759,0,-5.489,-0.13821,0.0025837,0
0,0,0,0,1.1155,0,1.9512,0,0,0.10607,0.96603,-0.043199,0.39928,0,2.3826,0.7643,0,0,0,3.5788,1.5435,0,0.51113,0,0,0,0,0,0,0,0,4.383,0,0,-2.1135,1.2223,0,0,2.8919,0.79629,0,0,0,1.3805,0,1.0116,0,-1.212,0,0,0
0,0,0,0,-0.03702,-0.021281,0.03211,0.0026597,0.0075786,-0.040687,0,0,0.0088929,0,0.020353,0,0.00094249,0.0010831,-0.066629,0.050722,0.030476,0,-0.05924,0,0,0,0,0,0.00072166,0.0055387,0,-0.037829,0,0,-0.68983,0.021174,0,0,0.034813,0.020424,0,0.0078241,0,0,0,0.019558,0,-0.079222,-0.0064004,0.00011965,0
0,0,0,0,-0.042544,-0.024456,0.036901,0.0030565,0.0087093,-0.046758,0,0,0.01022,0,0.023389,0,0.0010831,0.0012447,-0.07657,0.05829,0.035023,0,-0.068079,0,0,0,0,0,0.00082933,0.006365,0,-0.043474,0,0,-0.79276,0.024333,0,0,0.040007,0.023471,0,0.0089914,0,0,0,0.022476,0,-0.091042,-0.0073554,0.0001375,0
0,0,0,0,2.6171,1.5044,-2.27,-0.18803,-0.53576,2.8764,0,0,-0.62868,0,-1.4388,0,-0.066629,-0.07657,4.7103,-3.5858,-2.1545,0,4.1879,0,0,0,0,0,-0.051017,-0.39155,0,2.6743,0,0,48.768,-1.4969,0,0,-2.4611,-1.4439,0,-0.55312,0,0,0,-1.3826,0,5.6006,0.45248,-0.0084583,0
