0.00038186,0,-0.0021322,-0.0048534,-0.030408,-0.0034208,-0.046574,-0.0057598,-0.0081838,-0.018626,-0.024557,0.00085931,-0.0093421,0.0017783,-0.05811,-0.018955,-0.0035578,-0.0058314,-0.0021513,-0.085856,-0.036454,0.00043888,-0.017194,-0.003193,-0.0055354,-0.0072601,0.00090987,-0.0090253,-0.001229,-0.0053102,-0.0013201,-0.11262,-0.0044111,-0.00082633,0.006083,-0.02902,-0.0024824,0.00089345,-0.070083,-0.018446,-0.0029535,-0.006609,-0.0018979,-0.034062,-0.001403,-0.023914,0.0010028,0.024972,0,-0.0013991,0.00038735
0,0.14163,0.010072,0.0050898,-0.057916,-0.2632,1.2396,0.13367,0.24643,-0.30056,0.31805,-0.061635,0.28456,-0.1477,1.2506,0.35614,0.072062,0.13214,-0.94715,2.1553,1.0491,-0.055021,-0.59611,0.041487,0.0023317,0.1388,-0.058014,0.12303,0.030639,0.16892,0,1.2829,0.11247,-0.12187,-10.427,0.78769,-0.0037888,-0.11954,1.6681,0.60468,-0.05571,0.224,-0.21044,0.66262,-0.069103,0.68156,-0.078266,-1.5945,-0.18395,0.02467,-0.030252
-0.0021322,0.010072,0.012621,0.027461,0.16567,0.00038392,0.34821,0.041666,0.06322,0.082629,0.15974,-0.009181,0.072398,-0.020433,0.4134,0.13116,0.02499,0.041957,-0.055342,0.63265,0.27815,-0.0063632,0.053616,0.020779,0.031073,0.050408,-0.0092059,0.059143,0.0090412,0.041662,0.0073707,0.72003,0.032628,-0.0040527,-0.77543,0.21805,0.013591,-0.013489,0.50994,0.146,0.01253,0.052832,-0.0043679,0.23731,0.0029197,0.18199,-0.011165,-0.25282,-0.013081,0.0095662,-0.0043141
-0.0048534,0.0050898,0.027461,0.061868,0.3844,0.034019,0.6365,0.078009,0.11287,0.22594,0.32355,-0.013137,0.12896,-0.02791,0.78351,0.25371,0.047808,0.078865,-0.0066961,1.1687,0.50103,-0.0075554,0.19711,0.042073,0.070437,0.097262,-0.013649,0.11913,0.016722,0.073562,0.016778,1.4774,0.060106,0.0061227,-0.45203,0.39715,0.031415,-0.015652,0.95069,0.25618,0.035537,0.092049,0.016559,0.45674,0.015348,0.32843,-0.015558,-0.3747,-0.0066106,0.018668,-0.0060103
-0.030408,-0.057916,0.16567,0.3844,2.4452,0.38004,3.2019,0.404,0.55092,1.6062,1.8255,-0.043224,0.62756,-0.081212,4.116,1.3638,0.25384,0.41033,0.55863,5.9555,2.4739,-0.012449,1.613,0.2373,0.43984,0.52138,-0.048731,0.66839,0.08534,0.35378,0.10512,8.4432,0.30527,0.11564,3.7794,1.9888,0.19923,-0.022264,4.8987,1.2216,0.25798,0.43469,0.23719,2.4415,0.13998,1.6256,-0.047852,-1.3366,0.075221,0.10132,-0.018474
-0.0034208,-0.2632,0.00038392,0.034019,0.38004,0.51977,-1.8865,-0.1968,-0.38465,0.72542,-0.37106,0.10684,-0.44513,0.25856,-1.8035,-0.49203,-0.10205,-0.19333,1.7794,-3.2362,-1.6231,0.098318,1.2618,-0.048494,0.045255,-0.1929,0.099661,-0.14778,-0.04593,-0.26634,0.011825,-1.3752,-0.1695,0.23389,19.322,-1.2039,0.029279,0.21415,-2.4721,-0.95848,0.12999,-0.35708,0.40808,-0.92626,0.14099,-1.0524,0.13646,2.7394,0.34184,-0.033314,0.05275
-0.046574,1.2396,0.34821,0.6365,3.2019,-1.8865,16.531,1.8725,3.1551,-0.35895,5.779,-0.64429,3.6301,-1.5097,18.034,5.4291,1.0647,1.8679,-8.0278,29.336,13.629,-0.53512,-3.1205,0.75257,0.69554,2.1004,-0.61876,2.1776,0.41808,2.1262,0.161,24.964,1.5225,-0.96595,-92.005,10.434,0.26961,-1.1553,23.148,7.5425,-0.12739,2.7667,-1.6105,9.9543,-0.43372,8.8823,-0.80736,-17.002,-1.61,0.38657,-0.31203
-0.0057598,0.13367,0.041666,0.078009,0.404,-0.1968,1.8725,0.21303,0.35602,-0.0027106,0.67058,-0.071131,0.40947,-0.16622,2.0568,0.62202,0.12167,0.21267,-0.86145,3.3291,1.54,-0.058547,-0.30324,0.087316,0.085693,0.2405,-0.068476,0.25225,0.047455,0.23952,0.019911,2.9094,0.17268,-0.10256,-9.9323,1.1811,0.033868,-0.12629,2.6314,0.84892,-0.0080285,0.3111,-0.16998,1.1391,-0.044055,1.004,-0.088992,-1.8815,-0.1736,0.044386,-0.034394
-0.0081838,0.24643,0.06322,0.11287,0.55092,-0.38465,3.1551,0.35602,0.60418,-0.12378,1.0797,-0.12566,0.69535,-0.29511,3.4214,1.0259,0.20164,0.3549,-1.6019,5.5901,2.6067,-0.10514,-0.66872,0.14062,0.12269,0.3971,-0.12044,0.4075,0.079652,0.40772,0.028291,4.6457,0.29024,-0.19435,-18.273,1.9925,0.046609,-0.22715,4.4044,1.4475,-0.033637,0.5314,-0.32549,1.883,-0.09017,1.6984,-0.15767,-3.3095,-0.32006,0.07291,-0.06094
-0.018626,-0.30056,0.082629,0.22594,1.6062,0.72542,-0.35895,-0.0027106,-0.12378,1.5464,0.52291,0.088884,-0.1482,0.22671,0.1805,0.1688,0.020612,0.0040188,2.115,-0.38595,-0.44824,0.095356,2.1037,0.067706,0.26506,0.059581,0.078734,0.17915,-0.0050731,-0.099452,0.06439,2.7707,-0.023526,0.29894,21.831,-0.25608,0.12913,0.2101,-0.12143,-0.38347,0.26229,-0.153,0.53916,0.2553,0.21508,-0.27992,0.11718,2.1656,0.39036,0.015889,0.045306
